Kingdom	Supergroup	Division	Class	Order	Family	Genus	Species
Eukaryota	Rhizaria	Cercozoa	Phaeodarea	Phaeosphaerida	Aulosphaeridae	Auloscena	Auloscena_sp.
Eukaryota	Amoebozoa	Conosa	Mycetozoa-Myxogastrea	Stemonitales-Physarales	NA	NA	NA
Eukaryota	Alveolata	Ciliophora	Ciliophora_X	Ciliophora_XX	Ciliophora_XXX	Mesodinium	Mesodinium_rubrum
Eukaryota	Excavata	Discoba	Euglenozoa	Diplonemea	Diplonemida	Diplonema	NA
Eukaryota	Alveolata	Ciliophora	Phyllopharyngea	Suctoria	Ephelotidae	Ephelota	Ephelota_plana
Eukaryota	Stramenopiles	Ochrophyta	Bolidophyceae	Parmales	NA	NA	NA
Eukaryota	Alveolata	Dinoflagellata	Noctilucophyceae	Noctilucales	Noctilucaceae	Spatulodinium	Spatulodinium_sp.
Eukaryota	Rhizaria	Cercozoa	Phaeodarea	NA	NA	NA	NA
Eukaryota	Excavata	Discoba	Euglenozoa	Euglenida	NA	NA	NA
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Hetrodiniaceae	Heterodinium	Heterodinium_globosum
Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_E	Stephanoecidae_Group_E_X	Stephanoecidae_Group_E_X_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Thalassiosira	Thalassiosira_tenera
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophysiales	Dinophysiaceae	Dinophysis	NA
Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Thraustochytriales	Thraustochytriaceae	Labyrinthuloides	Labyrinthuloides_haliotidis
Eukaryota	Opisthokonta	Fungi	Basidiomycota	Pucciniomycotina	Cystobasidiomycetes	Sakaguchia	Sakaguchia_dacryoidea
Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina_rotalis
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	NA
Eukaryota	Rhizaria	Cercozoa	Chlorarachniophyceae	Chlorarachnida	Chlorarachnida_X	Bigelowiella	Bigelowiella_natans
Eukaryota	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Hydrozoa	Eutima	Eutima_curva
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_contortus
Eukaryota	Stramenopiles	Ochrophyta	MOCH-3	MOCH-3_X	MOCH-3_XX	MOCH-3_XXX	MOCH-3_XXX_sp.
Eukaryota	Rhizaria	Cercozoa	Cercozoa_X	Paramyxida	Paramyxida_X	NA	NA
Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellida_X	Choanoflagellida_XX	Choanoflagellida_XX_Clade-3	Choanoflagellida_XX_Clade-3_X	Choanoflagellida_XX_Clade-3_X_sp.
Eukaryota	Hacrobia	Haptophyta	Haptophyta_X	Haptophyta_XX	Haptophyta_XXX	Haptophyta_XXXX	Haptophyta_XXXX_sp.
Eukaryota	Opisthokonta	Metazoa	Platyhelminthes	Cestoda	Eucestoda	NA	NA
Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Eugregarinorida	Porosporidae	Thiriotia	Thiriotia_pugettiae
Eukaryota	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Hydrozoa	Cytaeis	Cytaeis_uchidae
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Grammonema	Grammonema_striatula
Eukaryota	Alveolata	Ciliophora	Colpodea	Colpodea_X	NA	NA	NA
Eukaryota	Rhizaria	Foraminifera	Globothalamea	Rotaliida	Globigerinacea	Orbulina	Orbulina_universa
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	Rhabdonellidae	Rhabdonella	Rhabdonella_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Chytriodiniaceae	Chytriodinium	Chytriodinium_affine
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Minutocellus	Minutocellus_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium_punctulatum
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pleurosigma	NA
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Malacostraca	Cranocephalus	Cranocephalus_scleroticus
Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	Pyloniidae-Spongodiscidae	Phorticium	Phorticium_clevei
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Oligohymenophorea_X	Oligohymenophorea_XX	NA	NA
Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas_bravo_B2
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Choreotrichida	Leegaardiellidae_B	Leegaardiella	Leegaardiella_sp.
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-21	Dino-Group-II-Clade-21_X	Dino-Group-II-Clade-21_X_sp.
Eukaryota	Alveolata	Ciliophora	Phyllopharyngea	Cyrtophoria_1	Pithitidae	Pithites	Pithites_vorax
Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	NA	NA	NA
Eukaryota	Opisthokonta	Metazoa	Ctenophora	Ctenophora_X	Ctenophora_XX	Pleurobrachia	Pleurobrachia_pileus
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pseudo-nitzschia	Pseudo-nitzschia_seriata
Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina_throndsenii
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Acrocalanus	NA
Eukaryota	Archaeplastida	Chlorophyta	Pyramimonadales	Pyramimonadales_X	Pyramimonadales_XX	NA	NA
Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadales_X	Rhodomonas	NA
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Malacostraca	Eupronoe	Eupronoe_minuta
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	TIN_02	Climacocylis	Climacocylis_sp.
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Metschnikowia	Metschnikowia_sp.
Eukaryota	Stramenopiles	Ochrophyta	Pinguiophyceae	Pinguiochrysidales	Pinguiochrysidaceae	Phaeomonas	Phaeomonas_parva
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Ventricleftida	CCW10-lineage	CCW10-lineage_X	CCW10-lineage_X_sp.
Eukaryota	Rhizaria	Radiolaria	Acantharea	Acantharea_X	Acantharea_XX	Acanthocolla	Acanthocolla_solidissima
Eukaryota	Hacrobia	Haptophyta	Haptophyta_Clade_HAP5	Haptophyta_Clade_HAP5_X	Haptophyta_Clade_HAP5_XX	Haptophyta_Clade_HAP5_XXX	Haptophyta_Clade_HAP5_XXX_sp.
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Hypotrichia	NA	NA	NA
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	NA	NA
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II_X	Dino-Group-II_XX	Dino-Group-II_XX_sp.
Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Dictyochophyceae_XX	Dictyochophyceae_XXX	Dictyochophyceae_XXX_sp.
Eukaryota	Archaeplastida	Chlorophyta	Pyramimonadales	Pyramimonadales_X	Pyramimonadales_XX	Pyramimonas	Pyramimonas_disomata
Eukaryota	Rhizaria	Foraminifera	Globothalamea	Rotaliida	Globigerinacea	Pulleniatina	Pulleniatina_obliquiloculata
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_X	Mataza-lineage	Mataza-lineage_X	Mataza-lineage_X_sp.
Eukaryota	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Hydrozoa	Pandea	Pandea_sp.
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_J	Strombidiidae_J_X	Strombidiidae_J_X_sp.
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Malacostraca	Amphithyrus	Amphithyrus_bispinosus
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Exophiala	Exophiala_dermatitidis
Eukaryota	Opisthokonta	Metazoa	Mollusca	Bivalvia	Arcoida	NA	NA
Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-F	Paraphysomonas	Paraphysomonas_bandaiensis
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Davidiella	Davidiella_tassiana
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Miracia	Miracia_efferata
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Rhizosolenia	Rhizosolenia_fallax
Eukaryota	Stramenopiles	Sagenista	MAST-8	MAST-8C	MAST-8C_X	MAST-8C_XX	MAST-8C_XX_sp.
Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	NA	NA
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium_elegans
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Pyrocystaceae	Pyrocystis	NA
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Peritrichia_2	Sessilida	Pseudovorticella	NA
Eukaryota	Rhizaria	Radiolaria	Polycystinea	Nassellaria	Nassellaria_X	Nassellaria_XX	Nassellaria_XX_sp.
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	Rhabdonellidae	Protorhabdonella	Protorhabdonella_curta
Eukaryota	Excavata	Discoba	Euglenozoa	Kinetoplastida	Bodonidae	Bodo	Bodo_saltans
Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadales_X	NA	NA
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida_F	Strombidiida_F_X	Strombidiida_F_XX	Strombidiida_F_XX_sp.
Eukaryota	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Hydrozoa	Hydrichthys	Hydrichthys_boycei
Eukaryota	Archaeplastida	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloropicon	Chloropicon_primus
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa	NA
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium_thulesense
Eukaryota	Alveolata	Ciliophora	Phyllopharyngea	Cyrtophoria_4	Chilodonellidae	Chilodonella	NA
Eukaryota	Stramenopiles	Ochrophyta	Pelagophyceae	Pelagomonadales	Pelagomonadaceae	Pelagococcus	Pelagococcus_sp.
Eukaryota	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	NA	NA
Eukaryota	Hacrobia	Haptophyta	NA	NA	NA	NA	NA
Eukaryota	Opisthokonta	Metazoa	Mollusca	Bivalvia	Heteroconchia	Gastrochaena	Gastrochaena_dubia
Eukaryota	Stramenopiles	Sagenista	MAST-9	MAST-9D	MAST-9D_X	MAST-9D_XX	MAST-9D_XX_sp.
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_athensensis
Eukaryota	Opisthokonta	Metazoa	Mollusca	Gastropoda	Heterobranchia	NA	NA
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	NA	NA
Eukaryota	Rhizaria	Cercozoa	Phaeodarea	Phaeodendrida	Coelodendridae	Coelodendrum	Coelodendrum_ramosissimum
Eukaryota	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Hydrozoa	Solmundella	Solmundella_bitentaculata
Eukaryota	Opisthokonta	Metazoa	Mollusca	Gastropoda	Neritopsina	Smaragdia	Smaragdia_viridis
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-8	Dino-Group-II-Clade-8_X	Dino-Group-II-Clade-8_X_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophysiales	Dinophysiaceae	Pseudophalacroma	Pseudophalacroma_nasutum
Eukaryota	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Hydrozoa	Clytia	NA
Eukaryota	Alveolata	Dinoflagellata	Dinophyta_X	Dinophyta_XX	Dinophyta_XXX	Dinophyta_XXXX	Dinophyta_XXXX_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Thalassiosira	Thalassiosira_sp.
Eukaryota	Opisthokonta	Metazoa	Platyhelminthes	Turbellaria	Polycladida	Stylochus	Stylochus_zebra
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-25	Dino-Group-II-Clade-25_X	Dino-Group-II-Clade-25_X_sp.
Eukaryota	Rhizaria	Radiolaria	Acantharea	Acantharea-Group-VI	Acantharea-Group-VI_X	Acantharea-Group-VI_XX	Acantharea-Group-VI_XX_sp.
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-4	Dino-Group-II-Clade-4_X	Dino-Group-II-Clade-4_X_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Amphidinium	Amphidinium_gibbosum
Eukaryota	Archaeplastida	Chlorophyta	Pyramimonadales	Pyramimonadales_X	Pyramimonadales_XX	Pyramimonas	NA
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Kareniaceae	Karenia	Karenia_mikimotoi
Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Florenciellales	NA	NA
Eukaryota	Stramenopiles	Opalozoa	Bicoecea	Borokales	Borokaceae	Borokaceae_X	Borokaceae_X_sp.
Eukaryota	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Hydrozoa	Rhizophysa	NA
Eukaryota	Alveolata	Dinoflagellata	Ellobiophyceae	Thalassomycetales	Thalassomycetaceae	Ellobiopsis	Ellobiopsis_chattonii
Eukaryota	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Hydrozoa	Porpita	Porpita_porpita
Eukaryota	Rhizaria	Radiolaria	Acantharea	Arthracanthida-Symphyacanthida	Arthracanthida-Symphyacanthida_X	Acantharian	Acantharian_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Pelagodinium	NA
Eukaryota	Hacrobia	Telonemia	Telonemia_X	Telonemia_XX	Telonemia-Group-1	NA	NA
Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiophyceae_Clade_E	Prymnesiophyceae_Clade_E_X	Prymnesiophyceae_Clade_E_XX	Prymnesiophyceae_Clade_E_XX_sp.
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-9	Dino-Group-II-Clade-9_X	Dino-Group-II-Clade-9_X_sp.
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Tontoniidae_B	Pseudotontonia	Pseudotontonia_simplicidens
Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas_clade_B3
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_sp.
Eukaryota	Opisthokonta	Metazoa	Mollusca	Gastropoda	Heterobranchia	Ophicardelus	Ophicardelus_ornatus
Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina_tobin
Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellarida	Pyloniidae-Spongodiscidae	Spongotrochus	Spongotrochus_glacialis
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-27	Dino-Group-II-Clade-27_X	Dino-Group-II-Clade-27_X_sp.
Eukaryota	Rhizaria	Radiolaria	Acantharea	Acantharea-Group-VI	Acantharea-Group-VI_X	Acanthocyrta	Acanthocyrta_haeckeli
Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Prionospio	NA
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophysiales	Amphisoleniaceae	Amphisolenia	NA
Eukaryota	Opisthokonta	Metazoa	Chaetognatha	Aphragmophora	Aphragmophora_X	Krohnitta	Krohnitta_pacifica
Eukaryota	Stramenopiles	Ochrophyta	Pelagophyceae	Pelagomonadales	Pelagomonadaceae	Pelagomonadaceae_clade_A	Pelagomonadaceae_clade_A_sp.
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Sarocladium	Sarocladium_kiliense
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Bacteriastrum	NA
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-2	Dino-Group-II-Clade-2_X	Dino-Group-II-Clade-2_X_sp.
Eukaryota	Stramenopiles	Opalozoa	MAST-12	NA	NA	NA	NA
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-4	Euduboscquella	Euduboscquella_cachoni
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophysiales	Dinophysiaceae	Histioneis	NA
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Symbiodinium	Symbiodinium_goreaui
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	Epiplocylididae	Epiplocyloides	Epiplocyloides_ralumensis
Eukaryota	Rhizaria	Cercozoa	Chlorarachniophyceae	Chlorarachnida	Chlorarachnida_X	Partenskyella	Partenskyella_glossopodia
Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-F	Paraphysomonas	NA
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium_smaydae
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-12	Dino-Group-II-Clade-12_X	Dino-Group-II-Clade-12_X_sp.
Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis_jahnii
Eukaryota	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Hydrozoa	Aegina	Aegina_citrea
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Symbiodinium	NA
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Penicillium	Penicillium_camemberti
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-IV	NA	NA	NA
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Shionodiscus	Shionodiscus_ritscheri
Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Eugregarinorida	Ganymedidae	NA	NA
Eukaryota	Rhizaria	Radiolaria	Acantharea	Chaunacanthida	Chaunacanthida_X	Symphyacanthida	Symphyacanthida_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Kareniaceae	Karenia	NA
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Ochroconis	NA
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	Tintinnidae	Amphorellopsis	Amphorellopsis_acuta
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Madanidinium	Madanidinium_loirii
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Bacteriastrum	Bacteriastrum_mediterraneum
Eukaryota	Rhizaria	Radiolaria	Polycystinea	Collodaria	Sphaerozoidae	Sphaerozoum	NA
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_neogracilis
Eukaryota	Stramenopiles	Opalozoa	Bicoecea	Anoecales	Caecitellaceae	Caecitellus	Caecitellus_paraparvulus
Eukaryota	Opisthokonta	Metazoa	Mollusca	Bivalvia	Heteroconchia	NA	NA
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophysiales	Dinophysiaceae	Dinophysis	Dinophysis_acuminata
Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Dictyochophyceae_XX	Ciliophrys	Ciliophrys_infusionum
Eukaryota	Alveolata	Ciliophora	Prostomatea_1	Prostomatea_1_X	Colepidae	Tiarina	Tiarina_fusa
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Amphidinium	Amphidinium_longum
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Entomoneis	NA
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	Tintinnidae	Salpingella	Salpingella_acuminata
Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Prymnesiophyceae_Clade_B4	Prymnesiophyceae_Clade_B4_X	Prymnesiophyceae_Clade_B4_X_sp.
Eukaryota	Apusozoa	Apusomonadidae	Apusomonadidae_Group-1	Apusomonadidae_Group-1_X	Apusomonadidae_Group-1_XX	Amastigomonas	Amastigomonas_sp.
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	Rhabdonellidae	Metacylis	Metacylis_pithos
Eukaryota	Stramenopiles	Ochrophyta	Phaeophyceae	Phaeophyceae_X	Phaeophyceae_XX	NA	NA
Eukaryota	Stramenopiles	Ochrophyta	Ochrophyta_X	Ochrophyta_XX	Ochrophyta_XXX	Pseudosolenia	Pseudosolenia_calcar-avis
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Cucumeridinium	NA
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-4	Euduboscquella	Euduboscquella_sp.
Eukaryota	Rhizaria	Cercozoa	Filosa-Granofilosea	Filosa-Granofilosea_X	Massiteriidae	Massisteria	Massisteria_marina
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Peritrichia_2	Sessilida	Vorticella	Vorticella_gracilis
Eukaryota	Opisthokonta	Metazoa	Platyhelminthes	Trematoda	Digenea	Dinurus	Dinurus_longisinus
Eukaryota	Opisthokonta	Metazoa	Platyhelminthes	Turbellaria	Polycladida	NA	NA
Eukaryota	Rhizaria	Radiolaria	Acantharea	Acantharea_X	Acantharea_XX	Staurolithium	Staurolithium_sp.
Eukaryota	Rhizaria	Radiolaria	Polycystinea	Nassellaria	Plagiacanthoidea	NA	NA
Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-C	Spumella	Spumella_elongata
Eukaryota	Opisthokonta	Metazoa	Craniata	Craniata_X	Teleostei	Auxis	Auxis_rochei
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Choreotrichida	NA	NA	NA
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Kareniaceae	Brachidinium	Brachidinium_capitatum
Eukaryota	Opisthokonta	Metazoa	Platyhelminthes	Trematoda	Digenea	Didymozoid	Didymozoid_sp.
Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	NA	NA
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Pyrophacaceae	Fragilidium	NA
Eukaryota	Stramenopiles	Opalozoa	Bicoecea	Anoecales	Caecitellaceae	Caecitellus	Caecitellus_pseudoparvulus
Eukaryota	Opisthokonta	Metazoa	Mollusca	Gastropoda	Heterobranchia	Hyalocylis	Hyalocylis_striata
Eukaryota	Rhizaria	Cercozoa	Endomyxa-Phytomyxea	Phagomyxida	Phagomyxidae	Phagomyxa	Phagomyxa_sp.
Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	NA	NA
Eukaryota	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Hydrozoa	Aequorea	Aequorea_australis
Eukaryota	Archaeplastida	Streptophyta	NA	NA	NA	NA	NA
Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Thraustochytriales	Thraustochytriaceae	Botryochytrium	NA
Eukaryota	Archaeplastida	NA	NA	NA	NA	NA	NA
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_H	Strombidiidae_H_X	Strombidiidae_H_X_sp.
Eukaryota	Opisthokonta	Metazoa	Mollusca	Gastropoda	Heterobranchia	Desmopterus	Desmopterus_papilio
Eukaryota	Opisthokonta	Metazoa	Mollusca	Bivalvia	Mytiloida	Lithophaga	Lithophaga_lithophaga
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pleurosigma	Pleurosigma_sp.
Eukaryota	Stramenopiles	Ochrophyta	Pelagophyceae	Pelagomonadales	Pelagomonadaceae	NA	NA
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	Undellidae	NA	NA
Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Apostomatia	Pseudocolliniidae	Fusiforma	Fusiforma_themisticola
Eukaryota	Stramenopiles	Sagenista	Sagenista_X	Sagenista_XX	Sagenista_XXX	Diplophrys	Diplophrys_sp.
Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Phyllochaetopterus	Phyllochaetopterus_sp.
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-39	Dino-Group-II-Clade-39_X	Dino-Group-II-Clade-39_X_sp.
Eukaryota	Stramenopiles	Opalozoa	Bicoecea	Bicoecales	Bicoecaceae	Bicosoeca	Bicosoeca_vacillans
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Malacostraca	Dardanus	Dardanus_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_cf_convolutus
Eukaryota	Opisthokonta	Fungi	Chytridiomycota	Chytridiomycotina	Chytridiomycetes	NA	NA
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida_D	Strombidiida_D_X	Strombidiida_D_XX	Strombidiida_D_XX_sp.
